asset,market_id,market_slug,token_id,question,lag_hours,direction,n,correlation,tstat,pvalue_two_sided,candidate_score,days_bucket,volume_bucket,liquidity_bucket,volume_1mo_usd,volume_total_usd,liquidity_usd,exploratory_label
BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,0,contemporaneous,581,0.04629217187338633,1.1150970761112287,0.2652714397870968,1.1150970761112287,>90d,10k-100k,10k-100k,96739.43797499988,818205.0446390073,34228.41932,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1683284,ethereum-above-1800-on-march-29,109094156621519541870699273583786238236341299511399201395427426376752624557399,"Will the price of Ethereum be above $1,800 on March 29?",0,contemporaneous,43,-0.14832621461459755,-0.960374371995115,0.3424965759136638,0.960374371995115,<7d,10k-100k,unknown,,99743.291569,,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,0,contemporaneous,605,-0.02189167678056292,-0.5377021527628503,0.5909810742664103,0.5377021527628503,<7d,100k-1m,100k-1m,546288.3970620001,880221.591573998,162538.6863,EXPLORATORY ONLY - NOT TRADEABLE
ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,0,contemporaneous,369,-0.07224314014831283,-1.3876052097326066,0.16609922601915683,1.3876052097326066,<7d,>=1m,100k-1m,1075200.6033969999,6727613.045463108,205192.3361,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1373744,megaeth-market-cap-fdv-800m-one-day-after-launch-987-114-655,61268780060811317912125567165718241493378747385698282791855508063291413917546,MegaETH market cap (FDV) >$800M one day after launch?,0,contemporaneous,307,-0.0222667001707068,-0.388967638753935,0.6975714951298229,0.388967638753935,30-90d,100k-1m,100k-1m,682410.2087509993,794696.406094001,202851.2792,EXPLORATORY ONLY - NOT TRADEABLE
ETH,701552,will-ethereum-dip-to-1500-by-december-31-2026,101639751789549589765350117072740510018809594718571111931328241076831078702528,"Will Ethereum dip to $1,500 by December 31, 2026?",0,contemporaneous,414,-0.002148577459172441,-0.04361145996844804,0.9652352448976587,0.04361145996844804,>90d,100k-1m,10k-100k,164578.55726099998,761779.0427000016,55585.9309,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1823800,will-ethereum-dip-to-1800-in-april-2026,88623813947148129759226599572615258910454701043061032464667581751883927272067,"Will Ethereum dip to $1,800 in April?",0,contemporaneous,268,0.012341932503278486,0.20130615991752723,0.8406130360148039,0.20130615991752723,<7d,100k-1m,10k-100k,810695.9321300008,810695.9321300013,60778.84755,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1823808,will-ethereum-dip-to-200-in-april-2026,45066766949965778603315663573010696695673430548613485477519584798737825506732,Will Ethereum dip to $200 in April?,0,contemporaneous,288,-0.047545833112139134,-0.8049833882467968,0.42149795622570696,0.8049833882467968,<7d,100k-1m,100k-1m,835911.6006620002,835911.6006620011,171056.45452,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",0,contemporaneous,298,0.06486453544146718,1.1183267726442254,0.26433423266867906,1.1183267726442254,<7d,100k-1m,10k-100k,695809.4473140007,695809.4473140008,52633.90362,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1823796,will-ethereum-reach-2600-in-april-2026,50308948122998050994686144925841639946050360545921215447281194779092729393480,"Will Ethereum reach $2,600 in April?",0,contemporaneous,265,-0.004659313381318431,-0.07556218540745037,0.9398248672417336,0.07556218540745037,<7d,100k-1m,10k-100k,600641.6077859999,600641.6077859997,47248.51119,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1823795,will-ethereum-reach-2800-in-april-2026,103455081209713767851750094101142549597038869631663604903086082563273644697340,"Will Ethereum reach $2,800 in April?",0,contemporaneous,536,0.039416707840512086,0.9115670443630304,0.3624079931304014,0.9115670443630304,<7d,100k-1m,10k-100k,800292.2327309981,800292.2327309975,79459.06841,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1823794,will-ethereum-reach-3000-in-april-2026,98694887273478515891138203442549017191281454470497426834485838288268569808164,"Will Ethereum reach $3,000 in April?",0,contemporaneous,403,-0.03903287800988189,-0.782228888661847,0.43454171699197086,0.782228888661847,<7d,100k-1m,100k-1m,598157.0221549993,598157.0221549993,117795.36379,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1473059,will-ethereum-reach-3200-in-march-2026,109032826224197715026334794225382473216036340732102671964821699411734124191297,"Will Ethereum reach $3,200 in March?",0,contemporaneous,101,0.025764922593624773,0.2564428745126069,0.7981410339926862,0.2564428745126069,<7d,100k-1m,unknown,,997433.0805379985,,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",0,contemporaneous,671,0.01376203433001139,0.3559892027917366,0.7219608791821577,0.3559892027917366,>90d,100k-1m,10k-100k,472815.76375299995,558581.732351,29217.43075,EXPLORATORY ONLY - NOT TRADEABLE
SOL,1938186,solana-above-90-on-april-17,78049396186231898492663494001134050059411966497302094454855717401716270526313,Will the price of Solana be above $90 on April 17?,0,contemporaneous,56,0.02304299104112713,0.16937568406825643,0.8661340582449617,0.16937568406825643,<7d,10k-100k,unknown,,99793.93197000002,,EXPLORATORY ONLY - NOT TRADEABLE
SOL,1823881,will-solana-reach-160-in-april-2026,2239666445220242421622333852346062404205114740031545382107437837927896782621,Will Solana reach $160 in April?,0,contemporaneous,428,-0.007452542182464721,-0.15382300924085363,0.8778221327212437,0.15382300924085363,<7d,100k-1m,10k-100k,525253.4580469998,525253.4580469998,51776.28813,EXPLORATORY ONLY - NOT TRADEABLE
XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,0,contemporaneous,276,-0.04376208160693896,-0.7250859915657094,0.46901804605112063,0.7250859915657094,<7d,10k-100k,10k-100k,98681.84129599998,98681.84129599994,28324.29143,EXPLORATORY ONLY - NOT TRADEABLE
XRP,1823900,will-xrp-reach-2pt4-in-april-2026,6907787482165930535735013797025597365762483807798181321474369791814479389352,Will XRP reach $2.40 in April?,0,contemporaneous,417,-0.0051640098372698695,-0.1052002810360563,0.9162677146060487,0.1052002810360563,<7d,10k-100k,10k-100k,96498.85069900002,96498.85069899993,28665.72915,EXPLORATORY ONLY - NOT TRADEABLE
